ALL_ID	PHE_NAME	BETA	SE	T_STAT	P	ADJ_P
B_3502	Cystatin_C	-0.0235851	0.0384188	-0.613895	0.539285	1.0
B_5601	Cystatin_C	-0.015331799999999998	0.0250929	-0.611002	0.541198	1.0
A_2901	Cystatin_C	-0.0240211	0.043883099999999994	-0.547389	0.584112	1.0
A_3402	Cystatin_C	-0.022694799999999998	0.0416616	-0.5447420000000001	0.585932	1.0
DRB1_405	Cystatin_C	-0.00982796	0.018731599999999998	-0.524672	0.599812	1.0
DQA1_103	Cystatin_C	-0.0028539999999999998	0.00554331	-0.5148560000000001	0.606654	1.0
A_202	Cystatin_C	0.0249404	0.048818	0.510884	0.609432	1.0
DQB1_304	Cystatin_C	-0.0175478	0.0368975	-0.475583	0.634372	1.0
DPB1_1701	Cystatin_C	-0.00530086	0.0119787	-0.442524	0.658111	1.0
DQB1_603	Cystatin_C	0.00245626	0.00579149	0.42411499999999996	0.671482	1.0
DRB5_101	Cystatin_C	0.00151187	0.0035692	0.423588	0.671867	1.0
B_5101	Cystatin_C	0.00272905	0.00683873	0.39905799999999997	0.68985	1.0
A_6601	Cystatin_C	0.00943113	0.023859	0.395287	0.692632	1.0
DQB1_602	Cystatin_C	0.00131904	0.00362957	0.36341599999999996	0.716295	1.0
DPB1_901	Cystatin_C	0.00992816	0.0283459	0.35025100000000003	0.726151	1.0
DRB1_1103	Cystatin_C	0.00900324	0.0272324	0.33060700000000004	0.740941	1.0
DPB1_1001	Cystatin_C	-0.00341342	0.0104619	-0.326272	0.744219	1.0
B_4101	Cystatin_C	0.00928788	0.028612900000000004	0.324604	0.7454810000000001	1.0
DRB1_1501	Cystatin_C	0.00114301	0.00357812	0.319444	0.74939	1.0
B_3508	Cystatin_C	-0.0124934	0.04322480000000001	-0.289033	0.772556	1.0
B_705	Cystatin_C	-0.00868784	0.0354176	-0.245297	0.806226	1.0
DQA1_102	Cystatin_C	-0.0007423239999999999	0.00319975	-0.231994	0.816543	1.0
B_4901	Cystatin_C	0.00252874	0.0118499	0.213398	0.831016	1.0
C_1505	Cystatin_C	-0.011239399999999998	0.052726800000000004	-0.21316300000000002	0.8312	1.0
A_201	Cystatin_C	0.0004903269999999999	0.00283465	0.172976	0.86267	1.0
A_206	Cystatin_C	0.00524105	0.030350400000000003	0.172684	0.8629	1.0
B_1518	Cystatin_C	-0.00650721	0.0384103	-0.169413	0.8654719999999999	1.0
B_1503	Cystatin_C	0.00877223	0.05236469999999999	0.167522	0.8669600000000001	1.0
A_2608	Cystatin_C	-0.00550689	0.047861900000000006	-0.115058	0.908399	1.0
DQB1_501	Cystatin_C	0.000416604	0.00384458	0.10836099999999999	0.913709	1.0
B_4405	Cystatin_C	0.00323154	0.0377529	0.0855971	0.931787	1.0
DPA1_201	Cystatin_C	0.000282087	0.00355023	0.079456	0.9366700000000001	1.0
DRB5_9901	Cystatin_C	0.00024812799999999997	0.00349856	0.07092280000000001	0.943459	1.0
B_5301	Cystatin_C	-0.00139036	0.0260679	-0.05333619999999999	0.957464	1.0
DRB1_1301	Cystatin_C	-0.000196419	0.00577934	-0.0339864	0.972888	1.0
A_302	Cystatin_C	-0.0010776	0.038725199999999994	-0.0278267	0.9778	1.0
DRB1_403	Cystatin_C	0.00115164	0.045765	0.0251642	0.979924	1.0
C_102	Cystatin_C	-6.67059e-05	0.0069155	-0.00964585	0.9923040000000001	1.0
DPB1_1401	Cystatin_C	-5.02495e-05	0.0152518	-0.00329466	0.9973709999999999	1.0
DRB5_9901	Direct_bilirubin	0.023345400000000002	0.00378615	6.16602	7.013089999999999e-10	1.3560077661680302e-07
DRB5_101	Direct_bilirubin	0.022567900000000002	0.00386113	5.8449	5.07461e-09	9.124840946513457e-07
DQB1_602	Direct_bilirubin	0.0226489	0.00392725	5.76711	8.07296e-09	1.400625164294122e-06
DRB1_1501	Direct_bilirubin	0.0222306	0.00387076	5.7432099999999995	9.299879999999999e-09	1.6048160276193677e-06
C_702	Direct_bilirubin	0.0197332	0.00372811	5.29309	1.20361e-07	1.7323744778853902e-05
A_301	Direct_bilirubin	0.0202027	0.00385731	5.237509999999999	1.62882e-07	2.298013337153768e-05
B_702	Direct_bilirubin	0.019114700000000002	0.00382761	4.99391	5.920629999999999e-07	7.586143328917225e-05
DQA1_102	Direct_bilirubin	0.0141711	0.00346604	4.08855	4.341939999999999e-05	0.003946030592480473
A_101	Direct_bilirubin	-0.0138225	0.00344492	-4.01243	6.01132e-05	0.005293381159387226
DQB1_609	Direct_bilirubin	-0.0542352	0.013694299999999998	-3.9604199999999996	7.48373e-05	0.006448410641742035
DQB1_501	Direct_bilirubin	-0.014841	0.00416501	-3.56325	0.000366354	0.027765683933121618
C_401	Direct_bilirubin	-0.016633500000000002	0.00492176	-3.3795800000000003	0.000726078	0.05127554002259141
B_4001	Direct_bilirubin	0.0198609	0.00594764	3.33929	0.00084005	0.057124707601545796
DRB1_102	Direct_bilirubin	-0.0530834	0.016116	-3.2938199999999997	0.000988468	0.06595965729563127
DPA1_201	Direct_bilirubin	-0.011889499999999999	0.00384804	-3.08975	0.00200348	0.1211020076165255
DQA1_101	Direct_bilirubin	-0.0119325	0.00389066	-3.06697	0.00216263	0.12938184785178983
B_1402	Direct_bilirubin	-0.025427500000000002	0.00871388	-2.91805	0.00352258	0.19731817754436645
DPB1_1501	Direct_bilirubin	0.048055900000000006	0.016474000000000003	2.91708	0.00353359	0.19741810405920082
DPB1_101	Direct_bilirubin	-0.0168193	0.0057818	-2.90901	0.00362605	0.20188094513915783
C_602	Direct_bilirubin	-0.012880899999999999	0.0047639	-2.7038599999999997	0.00685429	0.3453694312604853
A_3301	Direct_bilirubin	-0.0499062	0.0184621	-2.70316	0.00686873	0.3455545526050972
B_3501	Direct_bilirubin	-0.018029	0.00673222	-2.67801	0.00740646	0.3688490018841396
DRB1_402	Direct_bilirubin	-0.0724872	0.0270894	-2.67585	0.00745451	0.37095415475479954
DPB1_1701	Direct_bilirubin	-0.032822500000000004	0.013034899999999999	-2.51805	0.0118012	0.5319943617788183
B_1302	Direct_bilirubin	-0.0242453	0.00993941	-2.43931	0.014715899999999999	0.6318827267260106
C_802	Direct_bilirubin	-0.0173193	0.00731768	-2.3667700000000003	0.0179446	0.7407885087663814
DRB3_301	Direct_bilirubin	-0.016930900000000002	0.00719939	-2.3517099999999997	0.0186879	0.7652974403844155
DRB1_101	Direct_bilirubin	-0.011001	0.00473083	-2.32539	0.0200519	0.8069593717906355
DPB1_401	Direct_bilirubin	0.00657976	0.00285712	2.30294	0.0212833	0.843884414726928
B_4701	Direct_bilirubin	0.055496800000000006	0.0244574	2.26912	0.023261900000000002	0.9044591556709783
C_304	Direct_bilirubin	0.011227299999999999	0.0050402	2.22756	0.0259108	0.9789900807101777
DRB3_9901	Direct_bilirubin	-0.00624234	0.00288385	-2.16458	0.0304204	1.0
B_4901	Direct_bilirubin	-0.027661599999999998	0.012822299999999998	-2.1573	0.0309832	1.0
DRB1_1302	Direct_bilirubin	-0.0153987	0.00716957	-2.14778	0.0317321	1.0
DRB1_806	Direct_bilirubin	-0.123116	0.0582321	-2.11422	0.0344971	1.0
B_3801	Direct_bilirubin	-0.0350937	0.016688400000000003	-2.10288	0.0354771	1.0
B_3701	Direct_bilirubin	-0.0248251	0.0119221	-2.0822700000000003	0.037319	1.0
DPB1_1901	Direct_bilirubin	0.0387211	0.018758599999999997	2.06418	0.0390017	1.0
DQB1_201	Direct_bilirubin	-0.00767719	0.00382201	-2.00868	0.044572	1.0
A_3001	Direct_bilirubin	-0.026977800000000003	0.013574200000000002	-1.98743	0.046875400000000005	1.0
DQA1_501	Direct_bilirubin	-0.00643254	0.00328727	-1.9568	0.0503719	1.0
A_205	Direct_bilirubin	-0.0307925	0.015996700000000003	-1.92493	0.054238699999999994	1.0
DPA1_202	Direct_bilirubin	0.0149482	0.00789148	1.89422	0.058196300000000006	1.0
DRB1_301	Direct_bilirubin	-0.00713448	0.00382356	-1.8659299999999999	0.0620525	1.0
C_1203	Direct_bilirubin	-0.0150916	0.00821366	-1.83738	0.0661547	1.0
DPB1_1401	Direct_bilirubin	-0.0292279	0.0164583	-1.77587	0.0757551	1.0
DPB1_301	Direct_bilirubin	-0.00992427	0.00562946	-1.76292	0.07791569999999999	1.0
DPA1_104	Direct_bilirubin	0.034506	0.0199607	1.72869	0.0838653	1.0
DRB5_202	Direct_bilirubin	0.0285182	0.0167308	1.7045299999999999	0.0882825	1.0
DRB3_101	Direct_bilirubin	-0.00614057	0.00364922	-1.68271	0.0924324	1.0
DPB1_201	Direct_bilirubin	0.00772098	0.00471502	1.63753	0.101521	1.0
DQB1_502	Direct_bilirubin	0.0275142	0.0171279	1.60639	0.10818900000000001	1.0
B_5001	Direct_bilirubin	-0.0238894	0.014972599999999999	-1.59554	0.11059400000000001	1.0
C_701	Direct_bilirubin	-0.00566946	0.00356961	-1.58826	0.112229	1.0
DRB1_901	Direct_bilirubin	0.018428200000000002	0.0119478	1.54239	0.12297899999999999	1.0
C_704	Direct_bilirubin	0.015604	0.010312200000000002	1.51315	0.130242	1.0
A_2601	Direct_bilirubin	-0.0160637	0.0106734	-1.50502	0.13232	1.0
DPA1_103	Direct_bilirubin	-0.00524206	0.00350748	-1.49454	0.135036	1.0
B_705	Direct_bilirubin	-0.056090999999999995	0.038383099999999996	-1.46135	0.143922	1.0
B_1518	Direct_bilirubin	-0.0572111	0.0416255	-1.37442	0.169311	1.0
A_6802	Direct_bilirubin	-0.0244833	0.0179139	-1.3667200000000002	0.171714	1.0
B_2705	Direct_bilirubin	-0.00948195	0.00706531	-1.34204	0.179583	1.0
B_5501	Direct_bilirubin	0.013575700000000001	0.0101243	1.3409	0.179955	1.0
A_206	Direct_bilirubin	-0.04286740000000001	0.0329061	-1.30272	0.192672	1.0
DRB1_405	Direct_bilirubin	0.026401499999999998	0.0202968	1.30077	0.193338	1.0
C_302	Direct_bilirubin	0.0493796	0.038639099999999996	1.27797	0.201262	1.0
DRB4_101	Direct_bilirubin	0.00648714	0.00516468	1.25606	0.209096	1.0
DQB1_504	Direct_bilirubin	-0.0444309	0.0367976	-1.20744	0.22726300000000002	1.0
B_4405	Direct_bilirubin	0.0487446	0.0409574	1.19013	0.233996	1.0
B_4102	Direct_bilirubin	0.027989099999999996	0.023601499999999997	1.18591	0.235661	1.0
DRB1_103	Direct_bilirubin	-0.0125756	0.010693600000000001	-1.1759899999999999	0.23959899999999998	1.0
B_5701	Direct_bilirubin	-0.00816526	0.00703935	-1.15994	0.24607199999999999	1.0
B_4002	Direct_bilirubin	0.017997799999999998	0.0155725	1.15574	0.24778699999999998	1.0
DRB1_403	Direct_bilirubin	0.057053599999999996	0.049587400000000004	1.15057	0.249912	1.0
DRB1_1101	Direct_bilirubin	-0.00943789	0.008762299999999999	-1.0771	0.281436	1.0
A_2902	Direct_bilirubin	0.0071828000000000005	0.006717399999999999	1.06928	0.284943	1.0
DPB1_901	Direct_bilirubin	-0.0322408	0.0306042	-1.05348	0.292124	1.0
B_801	Direct_bilirubin	-0.00406441	0.00387909	-1.04777	0.294743	1.0
A_3303	Direct_bilirubin	0.0332871	0.032766500000000004	1.01589	0.309684	1.0
B_3503	Direct_bilirubin	-0.0157811	0.016009799999999998	-0.985713	0.324275	1.0
C_303	Direct_bilirubin	0.00557893	0.00599035	0.93132	0.351689	1.0
A_3004	Direct_bilirubin	-0.037556	0.043381800000000005	-0.8657090000000001	0.386651	1.0
DRB1_1201	Direct_bilirubin	0.00998489	0.0115776	0.862434	0.38845	1.0
DRB1_1001	Direct_bilirubin	-0.015478	0.0179538	-0.8621030000000001	0.38863200000000003	1.0
DRB1_401	Direct_bilirubin	0.00380525	0.0044537	0.8544010000000001	0.392884	1.0
B_3901	Direct_bilirubin	-0.015034200000000001	0.017619799999999998	-0.8532549999999999	0.393519	1.0
DPA1_105	Direct_bilirubin	-0.048898199999999996	0.0574591	-0.851008	0.394766	1.0
DQA1_301	Direct_bilirubin	0.00283555	0.00338505	0.83767	0.402217	1.0
A_3201	Direct_bilirubin	0.00618729	0.00742713	0.833066	0.404808	1.0
B_4501	Direct_bilirubin	0.013521100000000001	0.0168517	0.802355	0.42234799999999995	1.0
B_5301	Direct_bilirubin	-0.022347099999999998	0.0281158	-0.794824	0.426717	1.0
C_1604	Direct_bilirubin	0.0461033	0.058332600000000005	0.790352	0.42932299999999995	1.0
DQB1_303	Direct_bilirubin	0.00477293	0.00611421	0.780628	0.435022	1.0
A_201	Direct_bilirubin	0.00236714	0.00307248	0.770433	0.44104399999999994	1.0
DQB1_603	Direct_bilirubin	0.00480039	0.00627274	0.765278	0.444107	1.0
DRB1_1401	Direct_bilirubin	0.00750952	0.0101403	0.7405619999999999	0.45896000000000003	1.0
B_3502	Direct_bilirubin	-0.0309355	0.0418022	-0.740045	0.45927399999999996	1.0
B_1503	Direct_bilirubin	0.0418578	0.05671709999999999	0.73801	0.460509	1.0
C_202	Direct_bilirubin	-0.00520722	0.00729275	-0.714026	0.47521199999999997	1.0
B_4402	Direct_bilirubin	0.00308291	0.00432691	0.712495	0.476159	1.0
DRB1_1303	Direct_bilirubin	0.0107666	0.015113499999999998	0.712381	0.476229	1.0
DQA1_103	Direct_bilirubin	0.00428049	0.00600894	0.712353	0.47624700000000003	1.0
B_3906	Direct_bilirubin	0.0117478	0.0167625	0.700839	0.483404	1.0
A_2608	Direct_bilirubin	0.0362142	0.0520733	0.695447	0.48677600000000004	1.0
DPB1_2001	Direct_bilirubin	0.03471130000000001	0.0499558	0.69484	0.48715600000000003	1.0
DQB1_304	Direct_bilirubin	-0.026507099999999995	0.0401269	-0.6605810000000001	0.508882	1.0
DRB1_1102	Direct_bilirubin	-0.0211895	0.0323718	-0.654567	0.5127470000000001	1.0
C_1602	Direct_bilirubin	-0.022054	0.0337533	-0.653388	0.5135069999999999	1.0
A_2402	Direct_bilirubin	-0.00336608	0.00532148	-0.632545	0.527031	1.0
C_501	Direct_bilirubin	0.00268455	0.00427152	0.628476	0.5296930000000001	1.0
DRB1_404	Direct_bilirubin	0.00439367	0.00712267	0.616857	0.53733	1.0
B_5801	Direct_bilirubin	0.0116155	0.0194168	0.598221	0.549693	1.0
A_2501	Direct_bilirubin	0.00621472	0.0113741	0.546392	0.584797	1.0
B_1801	Direct_bilirubin	0.00399577	0.00738028	0.541411	0.588225	1.0
A_211	Direct_bilirubin	0.0304	0.056535400000000006	0.537716	0.590773	1.0
B_4101	Direct_bilirubin	-0.016663099999999997	0.031269599999999995	-0.532884	0.594114	1.0
DRB1_1502	Direct_bilirubin	0.0112209	0.0212983	0.526846	0.598301	1.0
DQB1_601	Direct_bilirubin	0.011143	0.0212459	0.5244770000000001	0.5999479999999999	1.0
DRB1_1301	Direct_bilirubin	0.00325261	0.00626243	0.5193840000000001	0.603494	1.0
DRB1_801	Direct_bilirubin	-0.00530772	0.0105014	-0.505428	0.613258	1.0
B_4403	Direct_bilirubin	-0.00288662	0.00580023	-0.497673	0.618715	1.0
A_2901	Direct_bilirubin	-0.0226108	0.0477466	-0.47355699999999995	0.6358159999999999	1.0
DQA1_401	Direct_bilirubin	-0.00461409	0.00987485	-0.467257	0.640317	1.0
DPB1_402	Direct_bilirubin	-0.00192869	0.00451094	-0.427559	0.668972	1.0
B_1517	Direct_bilirubin	-0.0140639	0.033487800000000005	-0.419971	0.674507	1.0
DQA1_201	Direct_bilirubin	-0.00159575	0.00386063	-0.413338	0.679359	1.0
B_2702	Direct_bilirubin	0.022097	0.0536995	0.41149399999999997	0.680711	1.0
DQB1_402	Direct_bilirubin	-0.00392082	0.00974534	-0.402327	0.687443	1.0
DRB4_9901	Direct_bilirubin	0.00114797	0.00286449	0.40076	0.688597	1.0
DRB1_1103	Direct_bilirubin	0.011233499999999999	0.0296551	0.378805	0.704833	1.0
DPB1_1301	Direct_bilirubin	0.00419343	0.0113777	0.368566	0.7124510000000001	1.0
DQA1_601	Direct_bilirubin	0.0100972	0.0274362	0.368025	0.712855	1.0
DQB1_301	Direct_bilirubin	-0.00128741	0.00359111	-0.35849899999999996	0.71997	1.0
DQB1_503	Direct_bilirubin	0.00331358	0.00932568	0.355317	0.722352	1.0
DRB1_1601	Direct_bilirubin	0.00678277	0.019264	0.352095	0.724767	1.0
A_302	Direct_bilirubin	-0.0131312	0.0427465	-0.307187	0.7587010000000001	1.0
B_5201	Direct_bilirubin	-0.00587409	0.0195613	-0.300291	0.763955	1.0
C_1502	Direct_bilirubin	-0.00310311	0.010568000000000001	-0.293631	0.76904	1.0
DRB1_701	Direct_bilirubin	-0.00113157	0.00385972	-0.293173	0.76939	1.0
A_6601	Direct_bilirubin	0.00750481	0.0258659	0.290143	0.7717069999999999	1.0
DQB1_302	Direct_bilirubin	0.00126919	0.004452899999999999	0.285025	0.775626	1.0
DPB1_501	Direct_bilirubin	-0.00264657	0.00965404	-0.27414099999999997	0.783977	1.0
DRB1_803	Direct_bilirubin	0.00707137	0.027931	0.253173	0.800135	1.0
C_1402	Direct_bilirubin	0.00355043	0.01425	0.24915199999999998	0.803243	1.0
C_1505	Direct_bilirubin	0.0138874	0.0580393	0.23927600000000002	0.8108920000000001	1.0
DRB1_1104	Direct_bilirubin	-0.00340133	0.014566299999999999	-0.233506	0.815368	1.0
DPB1_1101	Direct_bilirubin	-0.00194793	0.00850382	-0.22906500000000002	0.818818	1.0
C_102	Direct_bilirubin	-0.00152646	0.00752461	-0.202862	0.8392430000000001	1.0
DPB1_1601	Direct_bilirubin	0.00660003	0.0327079	0.201787	0.840083	1.0
DPB1_202	Direct_bilirubin	0.00319051	0.016384299999999997	0.19473	0.8456049999999999	1.0
C_1202	Direct_bilirubin	-0.00335583	0.0196055	-0.17116800000000001	0.864092	1.0
B_1501	Direct_bilirubin	0.000935319	0.00574929	0.162684	0.870767	1.0
DRB3_202	Direct_bilirubin	0.0006460530000000001	0.00406571	0.158903	0.8737459999999999	1.0
C_1601	Direct_bilirubin	0.00102872	0.00658762	0.15616	0.875907	1.0
A_3402	Direct_bilirubin	-0.00706108	0.045292	-0.155901	0.8761110000000001	1.0
A_3002	Direct_bilirubin	-0.00194877	0.013862399999999999	-0.14057999999999998	0.888202	1.0
A_202	Direct_bilirubin	-0.00720295	0.052865699999999995	-0.13625	0.891624	1.0
DPB1_2301	Direct_bilirubin	0.0061474	0.046597900000000005	0.131924	0.8950440000000001	1.0
A_3101	Direct_bilirubin	-0.00104787	0.0084106	-0.124589	0.900849	1.0
A_1101	Direct_bilirubin	-0.000706905	0.0057073	-0.12385999999999998	0.9014260000000001	1.0
B_3508	Direct_bilirubin	-0.00526042	0.0466444	-0.112777	0.910207	1.0
DRB4_103	Direct_bilirubin	-0.000300376	0.00320633	-0.0936821	0.9253620000000001	1.0
DRB1_407	Direct_bilirubin	-0.003084	0.0347859	-0.0886567	0.9293549999999999	1.0
B_5601	Direct_bilirubin	-0.00206895	0.027313599999999997	-0.07574789999999999	0.9396200000000001	1.0
DPB1_1001	Direct_bilirubin	0.000827032	0.011310899999999999	0.0731178	0.9417120000000001	1.0
DRB1_804	Direct_bilirubin	-0.00319326	0.048025099999999994	-0.06649139999999999	0.9469870000000001	1.0
DQB1_604	Direct_bilirubin	-0.000277658	0.00838441	-0.033116	0.973582	1.0
DQA1_303	Direct_bilirubin	-0.00154662	0.0475844	-0.0325026	0.9740709999999999	1.0
DQB1_202	Direct_bilirubin	0.000230484	0.00780122	0.029544599999999997	0.9764299999999999	1.0
B_1401	Direct_bilirubin	-0.000333339	0.0128077	-0.0260264	0.9792360000000001	1.0
B_5101	Direct_bilirubin	0.000168875	0.00741627	0.0227709	0.981833	1.0
C_1701	Direct_bilirubin	-0.00034403099999999996	0.0243154	-0.0141487	0.988711	1.0
A_6801	Direct_bilirubin	-7.88409e-05	0.00796076	-0.00990369	0.9920979999999999	1.0
A_2301	Direct_bilirubin	-3.54469e-05	0.0105412	-0.00336271	0.997317	1.0
B_5108	Direct_bilirubin	-9.308399999999999e-05	0.0579413	-0.00160652	0.998718	1.0
DQA1_303	Fasting_glucose	-0.669449	0.277405	-2.41325	0.015827	0.6701781268563172
A_202	Fasting_glucose	0.705732	0.301527	2.3405299999999998	0.0192743	0.7830912578500102
DQB1_301	Fasting_glucose	-0.04038080000000001	0.0180937	-2.23176	0.0256509	0.9708845898747378
B_3508	Fasting_glucose	-0.43344399999999994	0.204335	-2.1212400000000002	0.0339241	1.0
A_3303	Fasting_glucose	0.340737	0.164553	2.0706900000000004	0.0384115	1.0
C_1202	Fasting_glucose	-0.185331	0.0957502	-1.93557	0.05294580000000001	1.0
B_5001	Fasting_glucose	-0.141896	0.07430239999999999	-1.9097099999999998	0.056196800000000005	1.0
B_4405	Fasting_glucose	-0.36888000000000004	0.200147	-1.8430400000000002	0.06535	1.0
DQB1_503	Fasting_glucose	0.08391860000000001	0.045587699999999995	1.8408200000000001	0.0656755	1.0
B_5201	Fasting_glucose	-0.175866	0.0966429	-1.81975	0.0688243	1.0
DRB1_1502	Fasting_glucose	-0.18798299999999998	0.106974	-1.75727	0.0788995	1.0
DPA1_105	Fasting_glucose	-0.6061489999999999	0.353559	-1.71442	0.0864799	1.0
DRB1_1101	Fasting_glucose	-0.0731528	0.043996	-1.66271	0.0963989	1.0
DPA1_104	Fasting_glucose	0.160099	0.10045	1.59382	0.111006	1.0
DRB1_1401	Fasting_glucose	0.080118	0.05053219999999999	1.58548	0.11288499999999999	1.0
B_4101	Fasting_glucose	0.25617399999999996	0.162499	1.57646	0.11494800000000001	1.0
DQB1_601	Fasting_glucose	-0.163162	0.10579300000000001	-1.5422799999999999	0.12303399999999999	1.0
B_5301	Fasting_glucose	-0.23476999999999998	0.156357	-1.5015	0.13325499999999998	1.0
DPB1_402	Fasting_glucose	-0.0339452	0.022665599999999998	-1.49765	0.134252	1.0
C_304	Fasting_glucose	0.0354921	0.025155700000000003	1.4109	0.158304	1.0
DRB1_1102	Fasting_glucose	-0.24567600000000003	0.176959	-1.38832	0.165068	1.0
A_2601	Fasting_glucose	-0.0692462	0.054411	-1.27265	0.20316900000000002	1.0
DQB1_504	Fasting_glucose	0.23418200000000003	0.19262	1.2157799999999999	0.22409600000000002	1.0
A_3001	Fasting_glucose	-0.0847186	0.0699853	-1.21052	0.226106	1.0
DPB1_1101	Fasting_glucose	0.0504345	0.0430667	1.17108	0.24159299999999997	1.0
B_4002	Fasting_glucose	0.08504969999999999	0.0733858	1.1589399999999999	0.246507	1.0
DQB1_502	Fasting_glucose	-0.09524830000000001	0.0833416	-1.14287	0.253119	1.0
B_4901	Fasting_glucose	-0.0740572	0.06534569999999999	-1.13331	0.25710700000000003	1.0
B_3701	Fasting_glucose	0.0619579	0.055304099999999995	1.1203100000000001	0.262604	1.0
DRB1_1103	Fasting_glucose	0.149057	0.139012	1.07226	0.283629	1.0
DRB1_806	Fasting_glucose	-0.393755	0.377936	-1.04186	0.297501	1.0
C_1505	Fasting_glucose	-0.257207	0.25009000000000003	-1.02846	0.30375599999999997	1.0
B_1503	Fasting_glucose	0.281803	0.27738	1.01595	0.309677	1.0
DPB1_901	Fasting_glucose	-0.13908900000000002	0.137543	-1.01124	0.31192600000000004	1.0
DRB1_102	Fasting_glucose	-0.08209680000000001	0.0821597	-0.9992340000000001	0.317703	1.0
DRB1_407	Fasting_glucose	-0.176851	0.17968599999999998	-0.984217	0.325031	1.0
DRB1_1301	Fasting_glucose	0.030138400000000003	0.030627299999999996	0.984038	0.325119	1.0
DPA1_103	Fasting_glucose	0.0172363	0.0175399	0.982693	0.32578	1.0
A_301	Fasting_glucose	0.0187459	0.019340700000000002	0.969245	0.332444	1.0
C_102	Fasting_glucose	0.0352108	0.0367743	0.957484	0.338344	1.0
DPB1_1501	Fasting_glucose	0.07629010000000001	0.0803827	0.9490860000000001	0.342598	1.0
DPB1_202	Fasting_glucose	0.0801061	0.08475039999999999	0.9452	0.344578	1.0
DQA1_101	Fasting_glucose	0.0181672	0.019504499999999998	0.9314389999999999	0.351647	1.0
B_3906	Fasting_glucose	-0.07587569999999999	0.08273530000000001	-0.91709	0.359115	1.0
DPB1_1901	Fasting_glucose	0.0813056	0.0906394	0.897022	0.369727	1.0
B_4403	Fasting_glucose	0.0260531	0.0292783	0.889843	0.37356999999999996	1.0
B_1518	Fasting_glucose	0.17411	0.196219	0.887324	0.374924	1.0
C_1701	Fasting_glucose	0.106367	0.122512	0.868215	0.385296	1.0
B_4102	Fasting_glucose	-0.10433900000000002	0.12159600000000001	-0.858081	0.390867	1.0
DQA1_401	Fasting_glucose	-0.0426668	0.049791699999999994	-0.8569049999999999	0.391516	1.0
DQA1_601	Fasting_glucose	0.11156700000000001	0.132779	0.840248	0.40078800000000003	1.0
B_3501	Fasting_glucose	0.0277392	0.033488	0.8283309999999999	0.407501	1.0
DPB1_2001	Fasting_glucose	0.229559	0.277377	0.827607	0.407911	1.0
DPB1_1401	Fasting_glucose	0.0665167	0.0827716	0.803617	0.42163599999999996	1.0
B_1302	Fasting_glucose	-0.0412223	0.051962699999999994	-0.7933060000000001	0.427617	1.0
DQB1_603	Fasting_glucose	0.0242112	0.030829000000000002	0.7853359999999999	0.43227299999999996	1.0
B_5801	Fasting_glucose	-0.07507739999999999	0.0966673	-0.776658	0.43737700000000007	1.0
C_303	Fasting_glucose	-0.0226215	0.0292168	-0.774261	0.43879300000000004	1.0
B_705	Fasting_glucose	-0.17201	0.22373099999999999	-0.768826	0.442013	1.0
DRB1_1501	Fasting_glucose	0.014453200000000001	0.018906299999999997	0.764463	0.444608	1.0
DRB1_901	Fasting_glucose	-0.044571	0.0583977	-0.763232	0.445341	1.0
DQB1_302	Fasting_glucose	0.0165821	0.0217695	0.7617149999999999	0.446247	1.0
C_1604	Fasting_glucose	-0.235996	0.316144	-0.746482	0.455392	1.0
B_1517	Fasting_glucose	0.10887899999999999	0.147676	0.73728	0.46096800000000004	1.0
B_3901	Fasting_glucose	0.06691799999999999	0.0914346	0.731867	0.464265	1.0
C_602	Fasting_glucose	-0.0168277	0.0230735	-0.729308	0.465829	1.0
DQB1_402	Fasting_glucose	-0.035483	0.0491048	-0.722596	0.46994300000000006	1.0
DRB1_803	Fasting_glucose	0.0964643	0.13514500000000002	0.7137819999999999	0.47537700000000005	1.0
DQB1_303	Fasting_glucose	0.020868599999999998	0.029564599999999996	0.705863	0.480288	1.0
C_1601	Fasting_glucose	0.023038999999999997	0.033091	0.696233	0.48629799999999995	1.0
B_1402	Fasting_glucose	-0.029629700000000002	0.0435826	-0.679852	0.496613	1.0
C_701	Fasting_glucose	-0.0120105	0.0178365	-0.673366	0.500729	1.0
A_206	Fasting_glucose	-0.106103	0.158411	-0.669799	0.503	1.0
A_2301	Fasting_glucose	-0.035099599999999995	0.0525379	-0.66808	0.504096	1.0
DRB5_202	Fasting_glucose	-0.05416519999999999	0.0814206	-0.6652520000000001	0.505903	1.0
A_2402	Fasting_glucose	0.017091	0.0263164	0.6494439999999999	0.516065	1.0
B_4001	Fasting_glucose	0.0192557	0.029649400000000003	0.6494439999999999	0.516065	1.0
DQA1_301	Fasting_glucose	-0.0109243	0.016827500000000002	-0.649191	0.516229	1.0
A_2608	Fasting_glucose	0.144743	0.22953400000000002	0.630595	0.5283180000000001	1.0
DQB1_202	Fasting_glucose	0.024271	0.03858	0.629109	0.529293	1.0
C_302	Fasting_glucose	-0.141285	0.22953	-0.615538	0.538212	1.0
DRB1_1001	Fasting_glucose	0.0546809	0.08891669999999999	0.6149680000000001	0.538589	1.0
DPB1_401	Fasting_glucose	0.008482	0.0142095	0.5969270000000001	0.55057	1.0
DRB3_101	Fasting_glucose	0.0106527	0.018135400000000003	0.5874	0.5569470000000001	1.0
DRB1_801	Fasting_glucose	-0.030214099999999997	0.0521069	-0.5798479999999999	0.562029	1.0
